Round,Year,Month,Day,Num1,Num2,Num3,Num4,Num5,Num6,bnsNum,Temperature,RainAmout
894,2020,01,18,19,32,37,40,41,43,45,0.3,0.0
895,2020,01,25,16,26,31,38,39,41,23,4.3,0.0
896,2020,02,01,5,12,25,26,38,45,23,2.6,0.0
897,2020,02,08,6,7,12,22,26,36,29,-0.1,0.0
898,2020,02,15,18,21,28,35,37,42,17,9.8,2.0
899,2020,02,22,8,19,20,21,33,39,37,4.0,3.1
900,2020,02,29,7,13,16,18,35,38,14,7.7,0.5
901,2020,03,07,5,18,20,23,30,34,21,7.0,0.0
902,2020,03,14,7,19,23,24,36,39,30,3.6,0.0
903,2020,03,21,2,15,16,21,22,28,45,12.8,0.0
904,2020,03,28,2,6,8,26,43,45,11,7.7,0.0
905,2020,04,04,3,4,16,27,38,40,20,8.9,0.0
906,2020,04,11,2,5,14,28,31,32,20,9.9,0.0
907,2020,04,18,21,27,29,38,40,44,37,13.5,0.0
908,2020,04,25,3,16,21,22,23,44,30,13.1,0.0
909,2020,05,02,7,24,29,30,34,35,33,20.3,0.0
910,2020,05,09,1,11,17,27,35,39,31,14.2,24.4
911,2020,05,16,4,5,12,14,32,42,35,16.7,2.5
912,2020,05,23,5,8,18,21,22,38,10,20.1,0.0
913,2020,05,30,6,14,16,21,27,37,40,22.6,0.0
914,2020,06,06,16,19,24,33,42,44,27,24.6,0.0
915,2020,06,13,2,6,11,13,22,37,14,26.9,0.0
916,2020,06,20,6,21,22,32,35,36,17,24.9,0.0
917,2020,06,27,1,3,23,24,27,43,34,24.1,0.0
918,2020,07,04,7,11,12,31,33,38,5,24.2,1.6
919,2020,07,11,9,14,17,18,42,44,35,25.8,0.0
920,2020,07,18,2,3,26,33,34,43,29,26.1,0.0
921,2020,07,25,5,7,12,22,28,41,1,24.3,0.0
922,2020,08,01,2,6,13,17,27,43,36,25.3,39.1
923,2020,08,08,3,17,18,23,36,41,26,24.2,19.1
924,2020,08,15,3,11,34,42,43,44,13,26.1,69.0
925,2020,08,22,13,24,32,34,39,42,4,24.3,42.6
926,2020,08,29,10,16,18,20,25,31,6,26.8,13.6
927,2020,09,05,4,15,22,38,41,43,26,23.3,0.0
928,2020,09,12,3,4,10,20,28,44,30,20.2,5.7
929,2020,09,19,7,9,12,15,19,23,4,21.2,0.3
930,2020,09,26,8,21,25,38,39,44,28,19.3,0.0
931,2020,10,03,14,15,23,25,35,43,32,19.9,0.0
932,2020,10,10,1,6,15,36,37,38,5,16.9,0.0
933,2020,10,17,23,27,29,31,36,45,37,13.1,0.0
934,2020,10,24,1,3,30,33,36,39,12,8.7,0.0
935,2020,10,31,4,10,20,32,38,44,18,13.6,0.0
936,2020,11,07,7,11,13,17,18,29,43,14.6,0.1
937,2020,11,14,2,10,13,22,29,40,26,12.5,0.0
938,2020,11,21,4,8,10,16,31,36,9,6.5,0.2
939,2020,11,28,4,11,28,39,42,45,6,-0.1,0.0
940,2020,12,05,3,15,20,22,24,41,11,2.1,0.0
941,2020,12,12,12,14,25,27,39,40,35,2.3,0.0
942,2020,12,19,10,12,18,35,42,43,39,-5.1,0.0
943,2020,12,26,1,8,13,36,44,45,39,2.2,0.0
944,2021,01,02,2,13,16,19,32,33,42,-5.0,0.0
945,2021,01,09,9,10,15,30,33,37,26,-12.2,0.0
946,2021,01,16,9,18,19,30,34,40,20,-4.9,0.0
947,2021,01,23,3,8,17,20,27,35,26,7.6,0.0
948,2021,01,30,13,18,30,31,38,41,5,-1.6,0.5
949,2021,02,06,14,21,35,36,40,44,30,6.8,0.0
950,2021,02,13,3,4,15,22,28,40,10,7.6,0.0
